mouth,left_eye,right_eye,Labels
0.6733988752741663,0.7346604844397583,0.6620029788251647,0
0.6060432152628562,0.7091957274840683,0.6620029788251647,0
0.6060432152628562,0.6806311673310972,0.6265564174893448,0
0.682022600690198,0.7346604844397583,0.6847150417121589,0
0.6186691155808323,0.708367339027652,0.6649232211916467,0
0.6637384880265758,0.7081512543353079,0.6329617874640586,0
0.6748947576580415,0.7346604844397583,0.6620029788251647,0
0.7253171958973175,0.7085608917289518,0.68755318426255,0
0.7188434554561739,0.7085608917289518,0.6576473218982952,0
0.6890672242175968,0.7305759598104429,0.6877265681412555,0
0.7358932821327039,0.7075559559335545,0.688487300406593,0
0.6950577523009669,0.7369742128564171,0.6597506067302527,0
0.7188648679482709,0.7327934916262993,0.6651901052377392,0
0.7916886908048371,0.7091957274840683,0.6590134898666559,0
0.7815191231801915,0.7080075556161167,0.6626358686460035,0
0.7580485317126507,0.707555791903518,0.6620029788251647,0
0.8007610847176057,0.708908330045686,0.6418123336031526,0
0.8082246712490712,0.7092080693693387,0.638011617080294,0
0.7992777092474471,0.7076271577947414,0.681733642233995,0
0.8460060077894855,0.6507913734559685,0.6557877082739857,0
0.8332810100949958,0.6782801027330658,0.6300861564284826,1
0.8466913186997554,0.6814561991927115,0.6597506067302527,1
0.8380952380952381,0.7065417736802769,0.6597506067302527,1
0.8473359580244099,0.6766350977654146,0.6300861564284826,1
0.8711470839113081,0.7088026900937572,0.6568653448145017,1
0.8843737151702474,0.7397092748646287,0.6300861564284826,1
0.8407057247707956,0.6779076806833005,0.6300861564284826,1
0.8507197013877181,0.7058855223020958,0.6590134898666559,1
0.8377791243517972,0.6753032524419089,0.6483463061677742,1
0.8585110930527694,0.6765245113263606,0.6044428106552305,1
0.8379713630759916,0.6766350977654146,0.6241598648048884,1
0.8336311738988308,0.6507913734559685,0.6300861564284826,1
0.8692269873603532,0.6324555320336759,0.6127517311398392,1
0.8290644899550197,0.6706818369346615,0.6203692804806165,1
0.8459774747325934,0.6706818369346615,0.6260329808843539,1
0.8608342432079595,0.6766350977654146,0.6260329808843539,1
0.8363243816544457,0.6640783086353597,0.5929295489476402,1
0.8491067441002702,0.6720646919497696,0.5974305415311211,1
0.8480432753790471,0.6706818369346615,0.5841371553121888,1
0.870938132269805,0.6706818369346615,0.5841371553121888,1
0.8691930606766357,0.6706818369346615,0.588443066838004,1
0.8676524006651913,0.6112312459947657,0.588443066838004,1
0.8488593911931537,0.6683291873706964,0.5841371553121888,1
0.880960682750983,0.6324555320336759,0.565685424949238,1
0.8854617908887942,0.6324555320336759,0.5841371553121888,1
0.8629932899678756,0.6324555320336759,0.588443066838004,1
0.8850958512368572,0.6720646919497696,0.5929295489476402,1
0.850607353494216,0.6008327554319921,0.5600061460195856,1
0.8690833490899581,0.6324555320336759,0.5841371553121888,1
0.8785279570558205,0.6324555320336759,0.5552353627121815,1
0.8598039931209421,0.6351795046045806,0.5841371553121888,1
0.8652445640973198,0.6737900993759623,0.5615761114283642,1
0.852760672399886,0.5896096038723766,0.5727128425310541,1
0.8663125623822215,0.5896096038723766,0.5413073969451663,1
0.8476640776195317,0.5896096038723766,0.5490170505249257,1
0.874007251129386,0.5914238043922443,0.5490170505249257,1
0.8909107653882067,0.5896096038723766,0.5490170505249257,1
0.8984574636137947,0.6278779891274812,0.5490170505249257,1
0.88820066141484,0.6223656929763974,0.5440853617461382,1
0.8983015977202393,0.5758526005989556,0.5268311118453078,1
0.9031413347032232,0.5896096038723766,0.5142497409018755,1
0.8757220222090719,0.5896096038723766,0.5727128425310541,1
0.8646911395613115,0.5775682196989297,0.5727128425310541,1
0.9046038469995434,0.5914238043922443,0.5727128425310541,1
0.8909063222342112,0.6118433881363904,0.5,1
0.8933112489671068,0.5758526005989556,0.5064288120416869,1
0.9000597202747448,0.5758526005989556,0.5281760663657007,1
0.8983015977202393,0.5780933059905278,0.4734167131482759,1
0.9081330974271598,0.49656353316142077,0.4130301732705731,1
0.90812975085992,0.2755854348872969,0.2773500981126146,1
0.9235571147902127,0.2755854348872969,0.23673311662539934,1
0.9140121427799508,0.2683281572999747,0.22638085098701025,1
0.9250754819387209,0.26050411840399457,0.23673311662539934,1
0.9317301809084927,0.33891719470228254,0.33058621463912463,1
0.9204230580312363,0.2,0.24722826172596082,1
0.926902916081516,0.23702566033614228,0.21417646843905966,1
0.926902916081516,0.15,0.1586612861979247,1
0.936747214844639,0.15519152556241342,0.09950371902099892,1
0.9234854296449259,0.19254854443180863,0.2,1
0.9131878916237576,0.29436779853286643,0.34700187478442746,1
0.9269303715115004,0.44721359549995787,0.4734167131482759,1
0.9193370847719401,0.6138367428758257,0.524707777078539,1
0.9160036382657187,0.634032737658252,0.5413073969451663,1
0.9193370847719401,0.4419987444783555,0.40323785848951105,1
0.891002023621822,0.7050239879106326,0.6140631309868401,1
0.8887573364040713,0.6239994232659517,0.5965741083511222,1
0.9379696645759955,0.39467610868816316,0.33058621463912463,1
0.9252660758216833,0.5411949158409798,0.5089865985592876,1
0.9168181303616008,0.3258122453831672,0.26323945539708893,1
0.9147550817044594,0.5243977357223404,0.5017341578220837,1
0.9235268885619203,0.7316529130196308,0.6212965172506822,1
0.9381136462950084,0.6971355265499813,0.5539487393037132,1
0.9287288827440289,0.23702566033614228,0.22638085098701025,1
0.9242998843755977,0.625957854940432,0.5521165762360761,1
0.9361854900965395,0.3203067944372927,0.25,1
0.9314041633223358,0.16592188817604023,0.1447213595499958,1
0.923463226484769,0.29942740857865036,0.26323945539708893,1
0.9376428971802424,0.5059165516216806,0.48599220060410026,1
0.940558719390368,0.15,0.11836655831269965,1
0.9592389150728241,0.19900743804199783,0.12011161398352864,1
0.9256713279600851,0.12011161398352864,0.04975185951049946,1
0.9392898322268186,0.17071067811865476,0.09805806756909202,1
0.9300908049360793,0.16180339887498948,0.11836655831269965,1
0.9412650054272763,0.37278231413361407,0.31121614998065,1
0.9505772431335368,0.12803687993289598,0.09805806756909202,1
0.9380293830930538,0.04975185951049946,0.10928631298770725,1
0.9334785498990075,0.09950371902099892,0.04975185951049946,1
0.9395416125133588,0.16592188817604023,0.11836655831269965,1
0.9463820388140826,0.16592188817604023,0.1586612861979247,1
0.93015239003403,0.12071067811865474,0.11836655831269965,1
0.9498955337573113,0.2862991671569341,0.1549795484805874,1
0.9488080173076542,0.128564869306645,0.12011161398352864,1
0.9457808252950103,0.1,0.0703597544730292,1
0.9380518570735032,0.15,0.12649110640673517,1
0.9422206614366443,0.15,0.1386750490563073,1
0.942712165869439,0.1414213562373095,0.0703597544730292,1
0.9444561126631029,0.21075225889349514,0.12011161398352864,1
0.9614888627326258,0.17071067811865476,0.1586612861979247,1
0.936182394744274,0.17071067811865476,0.05521576303742327,1
0.9455919536106657,0.09950371902099892,0.0,1
0.9466457616738667,0.16592188817604023,0.11836655831269965,1
0.9489745923960529,0.0703597544730292,0.11043152607484653,1
0.9186009231749319,0.18633899812498247,0.09805806756909202,1
0.9446731695800443,0.24437162485083158,0.23945657130528783,1
0.9312475349648942,0.16180339887498948,0.12011161398352864,1
0.9219384101975094,0.16180339887498948,0.12011161398352864,1
0.9125409881113595,0.1,0.10928631298770725,1
0.9398250942453757,0.17071067811865476,0.12011161398352864,1
0.8447630487843152,0.12011161398352864,0.10846522890932808,1
0.8570153075424459,0.17071067811865476,0.1407195089460584,1
0.772828238153381,0.19900743804199783,0.16739559209724567,0
0.8087256824822742,0.21075225889349514,0.16269784336399212,0
0.717566352100407,0.19900743804199783,0.25853386742337553,0
0.6483339653176646,0.16592188817604023,0.16739559209724567,0
0.5451185241354874,0.202444082544729,0.2,0
0.40667972318128215,0.15,0.2076903199824707,0
0.4347266006420603,0.15,0.20287086274164498,0
0.30904799323450083,0.21075225889349514,0.1632455532033676,0
0.2873478855663454,0.21075225889349514,0.19156525704423027,0
0.17888543819998318,0.24514516892273006,0.22638085098701025,0
0.25491557319725244,0.413802944301184,0.4179004009279805,0
0.10712119957900978,0.4472135954999579,0.3939496616553346,0
0.045454545454545456,0.5398618130615209,0.5089865985592876,0
0.027753696474787554,0.5692099788303083,0.5464985704219043,0
0.06739538463583891,0.625957854940432,0.5342016636988944,0
0.045454545454545456,0.634995854037363,0.5779040160077921,0
0.0606060606060606,0.5588928351190386,0.5281760663657007,0
0.028958149517537956,0.6683291873706964,0.5539487393037132,0
0.0606060606060606,0.634995854037363,0.5788936215339446,0
0.1059512088101833,0.6752420701537722,0.6127517311398392,0
0.09513029883089881,0.6433773591209969,0.5539487393037132,0
0.14221363894199315,0.6097107608496923,0.5539487393037132,0
0.12641212350399392,0.6752420701537722,0.6127517311398392,0
0.19812805176400938,0.634995854037363,0.5727128425310541,0
0.8388206936982915,0.5914238043922443,0.5552353627121815,0
0.8482695696661782,0.6223656929763974,0.5826876745156426,1
0.8235817609476513,0.6551217820804184,0.5826876745156426,1
0.8334594910046582,0.634032737658252,0.5841371553121888,1
0.8235752063021736,0.6278779891274812,0.5841371553121888,1
0.8645510292081207,0.634032737658252,0.5911394011006568,1
0.8335022201247471,0.6223656929763974,0.5826876745156426,1
0.8581919214884588,0.6223656929763974,0.5911394011006568,1
0.8429683133236473,0.6239994232659517,0.5552353627121815,1
0.8656305318359452,0.6324555320336759,0.5826876745156426,1
0.8732874778514592,0.6567555123699726,0.5911394011006568,1
0.8731310733081497,0.6640783086353597,0.5911394011006568,1
0.8599393447597663,0.6640783086353597,0.5911394011006568,1
0.8835365001085504,0.6623557432559221,0.5630566032855702,1
0.8928837434461133,0.6223656929763974,0.5630566032855702,1
0.8898782865668774,0.6656555142599359,0.5911394011006568,1
0.9018949135748311,0.6324555320336759,0.5841371553121888,1
0.9097028784850862,0.5907115666557906,0.5630566032855702,1
0.9180806443593353,0.6008417681261097,0.5298845946047377,1
0.9228309283109882,0.6201736729460423,0.5910126183911735,1
0.91151472808101,0.6640783086353597,0.5910126183911735,1
0.9116161732077301,0.6223656929763974,0.5872202195147035,1
0.9127307827287697,0.6551217820804184,0.5630566032855702,1
0.9127307827287697,0.6023401359451428,0.5630566032855702,1
0.928029427420781,0.5896096038723766,0.5807457079522812,1
0.9246072155402952,0.5598737258787034,0.5792252228072077,1
0.9431295439432836,0.578527335180474,0.5263335701121743,1
0.9534304156448294,0.6095569153307367,0.5826876745156426,1
0.920860523263458,0.5914238043922443,0.5504281305003996,1
0.941031515976656,0.6223656929763974,0.5630566032855702,1
0.9410330156939898,0.6223656929763974,0.5247239722296805,1
0.9410345805938078,0.5756926422568069,0.5487396847647231,1
0.950437260167487,0.6023401359451428,0.5792252228072077,1
0.9442971386795868,0.5756926422568069,0.5487396847647231,1
0.9404820021969332,0.6223656929763974,0.5630566032855702,1
0.9363296663063341,0.5767581218402099,0.5263335701121743,1
0.9574625915014352,0.6201736729460423,0.5247239722296805,1
0.9468092435623146,0.5468030444090933,0.5375872022286245,1
0.9589709025188092,0.44417118437812125,0.4318894504492167,1
0.9707181600821243,0.38218767082460553,0.4091739698134661,1
0.9575619608545715,0.417765845763859,0.4091739698134661,1
0.9405446663762861,0.417765845763859,0.4609131510341862,1
0.9553299947056191,0.5051218967996132,0.45858524745629287,1
0.9709619236677243,0.5272694421506304,0.5263335701121743,1
0.9725854343839119,0.5609183714935677,0.5142497409018755,1
0.9587188437324341,0.5587442366156625,0.48254376727925025,1
0.9648179559808562,0.5767581218402099,0.5247239722296805,1
0.9530031708978625,0.6095569153307367,0.5487396847647231,1
0.9741176962632969,0.5587442366156625,0.5247239722296805,1
0.9570682519644018,0.6095569153307367,0.5182541467222385,1
0.9475257119186059,0.5609183714935677,0.5182541467222385,1
0.9682884917810093,0.5955998843246693,0.5487396847647231,1
0.9531015375718451,0.5598704458843876,0.5182541467222385,1
0.9586588235842513,0.5936657514041415,0.5182541467222385,1
0.9642938885912189,0.5600960503655611,0.5247239722296805,1
0.9781834576393086,0.5767581218402099,0.5247239722296805,1
0.9658746531419704,0.6114324927728596,0.5182541467222385,1
0.9700603299402561,0.5936657514041415,0.4956620625437257,1
0.9672843556095664,0.5423261445466404,0.48254376727925025,1
0.96429391868161,0.6114324927728596,0.5231143743471868,1
0.9636676670863311,0.6095569153307367,0.4940524646612319,1
0.9673773566805987,0.6305213991131481,0.5247239722296805,1
0.9781079442120092,0.5767581218402099,0.5007662839523456,1
0.9590977081362345,0.6667938615211746,0.5773311866997687,1
0.9614556614303745,0.6323822243514483,0.5402846605733564,1
0.9527750969383648,0.6527289339503948,0.5402846605733564,1
0.9671797496759788,0.6527289339503948,0.5402846605733564,1
0.9596056613176739,0.6323822243514483,0.5670434737963337,1
0.962976361592652,0.6622886846272602,0.5402846605733564,1
0.9529174562586655,0.6314212622786125,0.5467058637153234,1
0.9444057866623149,0.6511823565933444,0.5402846605733564,1
0.9455845381243333,0.6527289339503948,0.5442673176018082,1
0.9554272051219516,0.5911691541835817,0.5574667979074904,1
0.9504709870345831,0.6404697832748875,0.5402846605733564,1
0.9359642021578924,0.6527289339503948,0.5749985271572984,1
0.9529854272112456,0.6217202503030927,0.5630566032855702,1
0.9466900088960377,0.5897022241506145,0.5402846605733564,1
0.952852203589264,0.6609259449387206,0.5749985271572984,1
0.9554305183756371,0.5897022241506145,0.5402846605733564,1
0.9432620809654855,0.6388765649999398,0.5706717283081438,1
0.9550125502376646,0.6388765649999398,0.5552353627121815,1
0.9333453080702968,0.5897022241506145,0.5706717283081438,1
0.9493695790561607,0.620448136420828,0.5536257648296878,1
0.9111419682992307,0.5958398862820466,0.5441567397148079,1
0.9550125502376646,0.620448136420828,0.5670434737963337,1
0.96435766189038,0.5619141565961279,0.45858524745629287,1
0.9625785831589821,0.6218910931733076,0.5552353627121815,1
0.9379380306668065,0.6085259550248905,0.5263335701121743,1
0.9451986087046583,0.6406802908757653,0.5826876745156426,1
